Id,Size (sqft),Number of Bedrooms,Number of Floors,Age of Home,Price (1000s dollars)
4083300510,1390,4,1,116,657.1
1026069155,1800,3,2,52,539.0
3298600340,3320,6,1,63,400.0
1921059235,1960,4,1,109,215.0
2887701420,850,2,1,113,489.0
2553300270,2980,4,2,46,649.0
6206100075,1980,4,1,87,700.0
1397300055,790,2,1,87,268.5
1357900060,1800,3,2,44,515.0
9346700030,2260,4,1,62,685.0
730000139,800,2,2,34,305.0
4219400465,2490,4,1,114,950.0
8947250060,1610,4,2,34,292.5
3293700496,1850,4,1,84,270.0
3293700496,1850,4,1,84,450.0
2921700060,1920,4,1,120,535.0
3629870200,1740,3,2,40,550.0
6909200335,1430,3,2,44,457.5
8945100320,1420,3,1,78,136.5
8945100320,1420,3,1,78,224.097
6792200282,1560,3,2,46,254.0
1471701170,2030,4,1,77,335.0
8564850200,3280,5,2,28,594.95
1471610070,1360,3,1,57,350.0
3384300160,1180,3,1,70,169.95
6139800390,1940,3,1,61,432.5
8819900270,1300,2,2,92,440.0
8944290200,1650,3,2,55,233.703
4057300030,1140,3,2,52,310.0
1277000240,2540,3,2,42,735.0
3345100002,3440,4,2,26,730.0
179000505,1800,3,1,79,257.0
1972200751,1260,2,3,36,485.0
868002080,2370,4,1,81,899.0
4426600125,1520,3,1,88,279.0
1683500140,1750,4,1,66,225.0
1689401230,2680,3,2,127,1355.0
7852060370,1590,3,2,40,355.0
3876200060,1560,4,1,73,382.5
2571910260,2000,3,2,48,324.36
8731900640,2380,3,1,74,315.0
1826049094,2230,2,2,89,426.0
2345700260,2820,5,2,37,395.0
3622069050,1570,3,1,118,212.644
3342100160,1845,3,2,93,510.0
2422049104,830,2,1,101,85.0
2422049104,830,2,1,101,235.0
6600350140,2030,4,2,39,295.0
510003230,1430,3,1,130,720.001
1995200200,1510,3,1,100,313.95
1995200200,1510,3,1,100,415.0
2473480350,1610,3,1,59,305.0
1189000700,1600,3,1,134,625.0
7923700030,1420,3,1,79,490.0
1796360340,1660,3,2,53,269.95
625059036,4230,5,2,91,2700.0
5694500200,3310,4,2,140,829.0
224069114,2470,4,1,53,635.0
5379802871,1040,3,1,81,217.5
1311600030,1850,4,1,75,270.0
669000350,4610,3,2,93,1245.0
2494000070,2480,4,2,33,480.0
2771600350,2130,3,1,86,575.0
1091310140,2350,4,2,39,426.95
1450100390,920,3,1,80,125.0
1450100390,920,3,1,80,208.0
2473250400,1780,4,1,64,325.0
1420700030,2690,7,1,80,597.157
3630110340,3010,4,2,34,728.725
1313000240,3180,5,1,72,708.0
1441600160,4120,4,2,35,1300.0
8807600140,1280,3,1,63,405.0
8928100125,1690,4,1,95,550.0
7853302180,2320,4,2,34,451.0
9325200160,3090,5,2,26,540.5
98001000,5050,5,2,39,1025.0
3306200240,1640,4,1,77,218.0
7436500060,2170,4,1,66,562.0
1022059032,3140,4,2,63,401.5
1523049083,1090,2,1,86,196.7
9346920070,1930,3,1,65,583.0
5709200030,2100,5,1,66,309.9
5104470070,3110,4,2,45,485.0
3330500075,930,3,1,114,465.0
200800200,2050,4,2,56,595.0
1432400570,1160,3,1,82,254.0
1552510160,1820,3,2,46,488.5
2473460860,2110,4,2,63,260.0
7812800681,870,2,1,96,166.0
579000550,1080,2,1,117,440.0
2916200138,1260,3,2,97,375.0
6821100125,900,2,1,96,529.5
1529300135,750,2,1,106,338.0
4124000320,1800,3,1,54,335.62
1775910370,2220,4,1,62,464.0
4365200505,1390,2,1,115,354.0
7960100030,2160,4,2,42,601.0
9264900350,1840,3,1,61,285.0
955000060,1690,2,2,134,462.5
5205000160,2650,4,2,51,350.0
6145600955,1120,4,1,68,329.0
2472950350,2500,4,1,56,312.5
9475710060,2220,4,2,39,370.0
1112700060,1260,3,1,61,399.9
66000140,1480,3,1,115,398.0
1021000060,930,2,1,131,550.5
4154304740,2780,3,1,127,709.0
7972604215,2770,5,1,75,402.0
7979900126,1530,3,1,88,450.0
2821100125,2140,3,1,79,524.0
2323089065,4600,4,1,51,800.0
6623400187,1760,4,1,74,185.0
6623400187,1760,4,1,74,365.0
325049234,3110,4,2,51,925.0
8016300240,2260,3,1,72,714.0
7955040160,1460,3,1,68,495.0
6414600232,2050,3,1,50,535.0
1824059070,2340,4,1,87,880.0
6031400013,1230,3,1,91,150.0
9557300570,1880,3,1,68,554.5
4443800960,1280,3,1,124,520.0
7203220310,3660,4,2,26,839.99
7202330030,1650,3,2,37,500.0
3353404510,1960,2,1,104,305.0
6064800550,1580,3,2,37,247.8
1786630160,2490,4,2,40,344.2
3709500140,2000,4,2,37,459.95
7942300070,1550,4,1,73,229.9
7525300240,2820,4,1,66,750.0
3579000800,2600,4,1,57,509.0
3577000116,2200,4,1,84,680.0
5490210320,2500,5,1,63,661.5
3259400030,1270,2,3,40,370.0
3134100162,2900,4,1,62,785.0
9277700075,840,2,1,88,355.0
1172000135,1940,4,1,89,446.0
1025059094,3490,5,2,44,830.0
6705900070,1940,3,2,50,324.0
9522400350,2490,4,2,59,500.0
650000030,1390,3,1,89,745.0
8712100435,3940,4,2,119,1197.0
1530900560,1760,2,1,52,385.0
6868200060,2560,3,1,82,565.0
7767400060,2300,4,1,61,465.0
820000012,1770,3,3,39,401.0
3308030060,2310,3,1,62,385.0
9485750240,2310,3,2,51,395.0
3826000550,2000,5,1,94,245.0
7960100075,1540,3,1,46,500.0
7461400400,2590,5,1,61,334.0
6206100030,980,3,1,87,550.0
7888300340,1730,3,1,79,216.0
1180000885,3070,3,3,112,340.5
1081330060,2100,4,2,65,375.0
9536600105,2080,3,1,74,600.0
2783100160,1890,4,1,80,375.0
9297301505,2000,4,1,114,536.5
5561300340,3030,3,2,56,599.9
1794500695,1110,2,1,136,750.0
2797500030,1650,3,1,85,355.0
9214400125,1410,3,1,93,590.0
6821101895,2140,2,1,94,680.0
8079040140,1860,3,2,46,429.0
7518507580,1170,2,1,131,581.0
3863800030,980,3,1,72,463.8
3303850390,7400,5,2,39,2983.0
7128300060,1650,5,1,138,443.0
104510340,1480,3,1,54,276.2
114101505,4060,5,2,39,630.0
1928300350,1370,3,2,113,570.0
1370800560,2480,4,2,111,979.7
8825900310,2030,4,1,119,730.0
4167700240,2200,5,1,77,268.45
2138800060,1770,3,1,78,490.0
579002220,2550,3,1,83,808.0
9144300060,1250,3,1,71,350.0
4441300416,2390,4,1,83,695.0
3225069301,5730,4,2,49,1228.0
6620400400,1120,1,1,90,309.95
3361402041,1270,3,1,98,134.0
1150000340,2390,4,2,52,645.5
7015200800,1760,3,1,113,750.0
5316100106,2560,3,2,73,1399.0
3102700160,1820,4,1,85,344.9
8129700565,1840,2,3,39,601.45
9839300125,1810,4,2,131,575.0
2011400710,2470,3,1,78,405.0
1522700060,2520,4,2,41,518.0
7568700135,1600,2,1,93,265.0
8651411070,1280,3,1,71,180.0
2616700520,1590,3,2,55,285.0
4415600030,2000,3,1,86,433.0
1072000260,1780,3,1,63,399.0
8045000340,1700,3,2,74,565.0
42000127,1970,3,1,74,406.5
2205500335,1940,4,1,85,420.0
1814800060,3290,4,1,134,965.0
3885804260,3500,4,2,44,1375.0
9264920270,3260,5,2,58,353.95
1778350160,4230,5,2,44,847.7
623049185,1590,5,1,98,185.0
1180002735,1010,2,1,117,269.0
3876313100,1820,3,1,64,422.8
826000295,870,2,1,93,379.95
3876311860,1620,3,1,71,525.0
2224079050,3980,4,2,34,810.0
8945000260,1630,4,1,78,209.95
2768301182,1230,3,2,37,439.95
1827200135,3510,4,1,75,554.82
4307300520,2160,4,2,38,359.0
6632900354,1020,3,1,99,242.5
9540100060,1590,3,1,86,330.0
2424059116,3440,3,2,61,740.0
7600125,3020,5,2,139,630.0
579003645,2280,3,1,99,750.0
3224600340,2790,4,2,41,695.0
7129800036,580,2,1,99,109.0
3294700421,2030,3,1,79,389.0
6746700565,850,2,1,116,447.0
742000060,2480,3,1,85,1200.0
626059155,1010,3,1,63,315.0
1150000200,2420,3,2,52,640.0
1592000640,2180,3,2,56,570.0
3123039171,1830,3,2,43,495.0
3876312010,2040,5,1,71,449.5
5364200695,2640,4,2,97,1084.5
7979900806,1060,2,1,88,294.95
8643200060,1640,3,1,80,170.5
7972602080,1190,4,1,114,312.0
7212650200,2180,3,1,48,350.0
8079100140,2120,4,2,51,690.0
8091800140,2210,4,2,41,375.0
7214720510,2510,4,2,53,575.0
9346920260,2500,4,1,62,646.0
3750603471,1560,3,2,66,239.95
3438502501,2510,5,1,111,400.0
1775500310,3060,4,1,82,455.0
1796380310,1310,3,1,50,240.0
1118000320,4260,4,2,101,3400.0
3362401000,2500,3,1,118,695.0
7454000990,670,2,1,98,304.95
5244800125,1840,3,1,126,650.0
789000520,1480,3,2,45,402.5
7852000340,2420,3,2,42,482.0
8827900560,1820,3,1,117,655.0
2768000390,1940,5,2,89,577.0
2475200370,1630,3,2,54,350.0
8731981940,2520,4,1,70,415.0
3626079032,2120,4,2,57,396.4
6646200710,2490,3,2,40,654.3
7167000060,3410,4,2,36,774.95
5249802085,2380,4,2,115,855.0
3528900060,2490,3,2,122,1145.0
6056100295,1240,2,2,33,330.0
9392200030,1900,4,1,81,290.0
936000055,2390,3,1,32,519.5
3840700560,1810,3,1,63,450.0
333100295,4490,3,2,47,3120.0
133000127,1620,3,1,112,265.0
4221970060,2640,4,2,50,359.0
1732800310,2870,4,2,28,2000.0
2025069037,3250,4,1,55,1050.0
2516000486,800,2,1,94,402.5
4037400070,1360,3,1,83,450.0
3375300370,1950,5,1,60,262.5
1682500240,1970,4,2,61,285.0
6806100340,2020,3,2,35,290.0
8682281070,2280,2,1,35,752.5
8691330260,3540,4,2,42,820.0
869700140,1560,3,2,41,292.0
7221400320,750,2,1,103,213.0
7454001125,2240,4,2,98,400.0
7129304375,590,1,1,96,202.0
203100435,690,1,1,92,484.0
6189200260,1580,3,1,59,617.45
1430800162,1040,3,1,84,250.0
2570300240,1880,5,1,77,405.0
3294700320,1070,2,1,89,325.0
2976800700,1860,3,1,86,301.35
7625704340,1550,2,1,100,425.0
9238900390,1860,3,1,86,460.0
4139430310,3090,3,2,48,938.0
1402630270,1720,3,1,55,348.0
3735901600,1260,2,1,114,435.0
739500270,1120,3,1,77,227.95
3566800125,1250,2,1,92,425.0
2886200070,1810,3,1,115,550.0
3529300060,1890,3,2,48,347.5
3085001610,2020,4,1,81,397.0
9414500200,1790,4,1,71,410.0
8651611230,3190,3,2,42,780.0
8712100350,3030,4,1,115,1350.0
7202350310,1630,3,2,36,476.0
1326059070,1180,3,1,73,390.0
1311900240,1560,3,1,72,226.5
7518503490,1340,3,2,56,495.0
6669200200,2590,5,1,72,1500.0
3438501860,1020,3,1,90,385.0
7852170570,2370,3,2,37,535.95
9290850060,3170,4,2,51,910.0
4206901505,1120,2,1,114,465.0
6600220550,1440,3,1,57,495.0
8699100160,2170,4,1,120,250.0
1068000520,3490,4,2,112,1225.0
2558610070,1970,4,2,67,400.0
1829300270,2780,4,2,53,715.0
7212650240,2250,3,1,48,342.0
3205200240,1340,4,1,73,420.0
1682000350,1400,3,1,72,148.226
7229900885,1510,3,1,72,313.0
7888000400,1320,3,1,81,150.0
523049195,820,2,1,86,150.0
1423400160,1080,2,1,82,230.0
1766600075,840,2,1,92,389.1
1088020070,2070,4,1,66,645.0
7893200486,1520,3,1,82,310.0
8929000060,1210,2,2,26,351.358
8146200070,3810,5,2,26,1700.0
624069050,5370,4,2,38,1565.0
5318100935,1540,3,2,140,850.0
1313300340,2310,4,2,49,470.0
8032700070,1870,3,3,32,770.0
1072000240,1840,3,1,63,366.0
3904920390,2060,3,2,53,545.0
7345200400,1010,3,1,72,205.0
923000270,1020,2,1,92,405.0
7016310270,2220,4,1,67,467.0
3650100105,1050,2,1,131,392.5
3761100240,3030,4,1,67,901.0
2126049277,1800,3,1,68,500.0
253600160,1860,3,2,40,384.95
1623069046,4070,4,2,34,1700.0
9235900030,860,2,1,92,245.0
5451200370,3080,4,2,72,1165.0
7338000270,1280,3,2,57,184.5
2115720270,1540,2,1,54,269.0
11200070,1530,3,2,42,570.0
8732300060,2350,4,1,79,850.0
8651410240,920,3,1,71,209.0
3342102220,1840,4,1,107,327.0
7663700783,1650,3,1,79,369.5
9477201370,1760,3,1,64,440.0
1923000370,3290,4,1,72,947.5
6841700070,1270,2,1,121,510.0
3293700105,1600,3,1,99,385.0
8001450060,2670,5,1,50,370.0
2877104316,1960,4,1,118,660.0
1522039105,3300,3,2,64,729.0
924069190,2000,3,2,61,440.0
2722059185,2360,4,1,40,445.0
4073200575,1430,2,1,102,460.0
9542600070,2330,3,1,69,516.0
2459960030,2060,4,2,38,343.888
259800640,2240,4,1,75,500.0
1223039195,2330,5,1,82,465.0
1545804510,2180,5,2,54,302.0
1921059045,1280,2,1,127,195.0
8078460070,2140,3,2,49,640.0
7525300260,2890,6,1,63,502.0
4249400270,1480,3,2,42,360.0
179000240,1680,4,2,37,290.5
8856004327,2163,4,2,34,248.0
8029550160,2280,4,2,39,433.0
5016001260,820,2,1,60,480.0
1133000036,1330,3,1,83,410.0
5416510710,2310,4,2,34,309.95
1796380060,1290,3,1,50,253.0
1223089050,1630,3,1,69,280.0
7436900060,1410,3,1,82,440.0
2202500135,1240,5,1,86,333.0
224069195,3100,3,2,38,759.95
9407101180,2020,3,2,61,345.0
6699950310,2500,4,2,33,350.0
5379800810,790,2,1,89,198.0
711000070,2040,3,1,88,730.0
5127001170,1430,3,1,74,266.2
191100140,2250,4,2,73,1060.0
6198400218,1070,2,1,92,95.0
3578400270,1300,3,1,59,430.0
9573120260,2560,4,2,67,650.0
2310110070,2190,3,2,36,379.9
6413600192,940,2,2,36,325.0
4037500335,1740,4,1,82,455.0
5141000510,2220,4,1,123,392.0
3876311180,1310,3,1,64,373.0
5036300575,2710,5,1,87,951.25
384000135,1300,3,1,85,502.0
322059326,1940,3,1,40,362.5
9530101670,1080,2,1,116,525.0
5490220030,2110,4,1,63,580.0
2459500070,1590,3,1,55,278.0
7312400075,910,2,1,117,422.5
7011200830,1590,4,1,140,783.2
8691390860,3290,4,2,37,715.0
8929000350,2010,3,2,26,472.217
1322049335,2060,3,2,41,244.615
7715600070,1560,3,1,96,385.0
2985800070,1120,3,1,97,549.995
98000560,3550,4,2,36,959.9
125059179,3300,6,2,60,510.0
7558800570,2000,3,1,75,367.0
9378700200,2680,5,2,50,375.0
2767603612,1290,2,3,33,500.0
2767603612,1290,2,3,33,489.0
3259400024,1150,3,2,40,340.0
7954000125,1880,3,1,83,562.0
5535600640,2400,3,2,38,489.95
1313000710,1920,3,1,72,652.0
1786700240,4350,4,2,41,472.0
2739200160,1910,4,1,77,333.0
2874600335,2000,3,1,87,560.0
3222049159,3290,4,2,50,799.0
7856550240,3480,5,2,61,860.0
2817910030,2410,4,2,51,449.5
8649900160,2820,4,2,49,692.5
7856610160,2710,4,1,64,925.0
3705000070,2080,3,1,37,267.5
2619950400,2200,4,2,30,396.8
7749500160,1180,4,1,71,220.0
3585300445,2120,3,1,81,892.5
2909700070,1460,3,1,65,455.5
2581900036,2110,3,1,79,743.0
5589900400,1790,4,1,89,338.0
323089159,1340,3,1,62,332.0
5015000700,2460,3,1,122,563.225
624110860,3760,4,2,50,1150.0
9521100465,1240,2,1,120,645.0
3275790140,2750,3,2,59,739.0
1313300400,2530,3,2,47,435.0
8670900140,3200,3,2,126,995.0
2540850070,2020,4,1,54,520.0
1921069068,3030,4,2,53,400.0
3574800860,2350,3,1,62,440.0
5652600069,1690,3,1,94,440.0
4083302625,1280,3,1,119,738.0
114100791,1170,3,1,77,250.0
9432900070,2700,4,2,48,338.15
7214820400,1800,3,1,61,425.0
2725069157,3670,4,2,41,883.0
1025079074,2350,3,1,57,510.0
724069070,3100,4,1,78,950.0
2206700070,1120,3,1,85,435.0
8564500240,1900,5,1,79,415.0
7579200765,1350,2,2,36,439.0
7893205525,1410,5,1,85,295.832
9320700400,1560,3,1,73,285.0
3226049045,1090,3,1,78,350.0
9828701741,1465,2,2,34,489.0
7205510370,1790,3,1,66,304.5
8899000310,1300,3,1,72,288.0
6804600240,1920,3,1,60,417.0
2902201126,1420,3,2,35,615.0
5536500200,3760,5,2,36,730.0
3530490160,930,2,1,62,178.5
2008000550,1580,4,1,75,300.0
2045400075,2170,4,1,85,415.0
616000200,2040,3,1,81,452.5
7852160310,3430,4,1,35,1010.0
8079100640,2160,4,2,51,653.0
6662000070,2060,4,1,99,715.0
1928300640,1410,3,1,113,541.0
7888100240,1850,4,1,80,245.0
3034200516,1370,2,1,118,547.0
7504000510,3330,5,1,64,750.0
9141100070,1970,5,1,81,575.0
921059200,1310,3,1,56,216.0
3645100240,1640,3,1,124,443.0
4123800260,1600,4,2,54,257.7
7334401000,1230,3,1,62,278.0
2111010890,2240,3,2,37,300.0
4137070830,2190,3,2,45,269.1
7283900036,990,3,1,111,402.5
345700340,1010,2,2,59,306.888
4178300070,2920,4,2,62,795.0
3342103228,2310,4,2,37,525.0
5451300105,3470,3,2,52,1050.0
5249803645,1220,2,1,102,452.0
7326200030,1550,3,2,40,350.0
7227502075,2070,4,2,33,410.0
7011200160,2060,3,1,135,595.0
7202340390,1690,3,2,36,499.0
5412100240,2550,4,2,39,340.0
1245000685,3370,5,2,39,1065.0
3222059187,2230,4,2,49,460.0
1822500270,2382,4,2,29,345.0
2310010270,1620,3,2,50,280.5
9547204930,1140,3,1,114,704.0
8137500400,2140,3,2,50,545.0
3343901242,1900,3,1,78,335.0
486000510,3370,4,1,52,1325.0
537000075,2300,3,1,75,420.0
3544400045,2040,4,1,103,705.0
9211520400,1840,4,1,50,274.9
2738600140,2860,4,2,36,499.95
3073500111,1400,3,1,87,415.25
7889000160,990,3,1,82,222.0
1422059129,3120,3,1,60,375.0
9430000070,1640,3,2,45,300.0
2518400046,2820,3,1,120,456.7
1315300070,1970,3,1,125,925.5
1081330030,2840,5,1,65,375.0
4397010140,2370,3,2,47,420.0
8564700240,2610,3,2,36,575.0
597000566,1340,3,1,125,335.0
9828202030,1300,4,1,82,428.0
7214711260,3340,4,1,63,655.0
5569620550,2630,3,2,34,738.0
6145601890,1960,5,1,75,415.0
9269200831,1090,3,1,95,392.0
6021502470,1550,2,1,99,555.0
646910560,1770,3,2,35,260.0
2475900565,1390,3,1,100,392.5
4139430810,2979,3,2,47,912.0
2586800140,830,2,1,97,135.0
226059121,1560,3,1,62,500.0
7696610270,1360,3,1,65,238.0
4279900140,1650,4,1,68,251.0
5422560810,1510,2,2,62,406.5
1657300270,3010,4,2,52,433.495
8648210140,1510,3,1,55,265.0
3034200247,1950,3,1,83,360.0
2204500550,1800,4,1,85,425.0
7390400069,2810,2,1,72,450.0
1077100070,1760,3,1,86,449.9
423059360,2040,4,2,36,345.0
3316500200,1690,4,1,73,612.5
1328300990,1530,3,1,63,317.0
4443800505,1810,3,1,111,585.0
7327500200,1180,3,1,59,455.0
4054510310,4090,4,2,49,1035.0
7525100060,2250,4,2,72,497.0
3065600270,1070,3,1,48,226.75
2881700273,1820,4,1,90,385.0
7889600685,1080,3,1,92,205.0
1137500070,2760,4,2,51,745.0
5104530810,2550,4,2,35,371.0
3905060070,2080,4,2,49,545.0
6450302545,1280,3,1,109,443.0
7972602435,950,2,1,89,287.0
5423500240,1050,3,1,57,194.0
8074200160,1800,3,1,83,265.0
3317500070,3840,4,1,77,1135.0
6119700030,3674,4,2,53,699.95
2568800160,1710,4,1,90,433.0
2781250520,910,2,1,37,200.0
7230200310,1340,3,1,72,289.571
4400900030,2340,4,1,73,440.0
4038300070,1510,3,1,80,400.0
5706000070,2630,4,2,78,589.0
825069078,3100,5,2,54,850.0
363000045,940,3,1,137,520.0
1912100875,1370,2,2,40,555.0
7853230200,2480,3,2,36,470.0
9406500350,1068,2,2,50,207.0
5152960350,2390,4,1,64,379.75
6021500320,2170,4,1,90,709.0
7137910140,1520,3,1,47,240.0
6117500955,2210,4,1,87,445.5
269001331,3200,5,1,81,1308.0
1023059190,1160,3,1,81,210.0
8961970560,2670,4,2,41,603.0
3066400710,2520,3,2,53,720.0
795000765,760,2,1,93,92.0
2767603535,1310,3,2,139,600.0
7774200070,2750,4,1,92,725.0
4029400140,1790,5,1,79,409.95
1954400060,1790,3,2,51,515.0
2473002650,2400,4,1,72,495.0
5451220200,2420,4,2,67,998.0
1472700200,1710,3,1,54,630.0
1661000060,2000,3,1,68,410.0
2600110710,1580,3,1,61,602.0
2600110560,2310,4,1,60,750.0
8617000060,3580,4,2,49,711.6
8562720390,4320,4,2,34,1050.0
1137300890,2560,3,2,59,700.5
4104900340,3220,4,2,49,710.0
2616700560,1660,3,1,55,250.0
1061500510,2420,4,1,76,350.0
6411600370,2870,7,1,79,475.0
4154302075,830,2,1,120,200.0
1727500390,1710,4,1,68,450.0
2538410260,2600,5,2,35,316.0
9269200520,670,1,1,120,310.0
7334400070,1500,3,1,70,392.0
1972200696,1460,3,3,40,521.0
2267000486,1540,2,1,91,495.0
1311800560,1250,3,1,73,209.0
9542400075,2230,4,1,81,809.95
3223069065,1800,2,1,90,400.0
1724500030,2400,4,1,60,415.0
3751602797,2370,4,2,62,411.0
809002030,1830,2,1,114,825.0
993002127,1480,3,3,32,436.0
1473120140,2620,4,2,49,460.0
7849200861,1300,3,1,81,281.0
269000030,3120,4,1,84,976.0
2607760700,2400,4,2,45,485.0
7715801090,1430,3,2,56,429.0
1999600320,2480,3,2,50,729.0
4221250340,2280,3,2,37,625.0
3668000810,1390,3,1,53,218.5
2337300370,1030,3,1,80,175.0
1453602065,1120,3,1,102,442.5
3359500960,1300,3,2,54,480.0
6133100125,2410,3,1,75,715.5
8562600260,1470,3,1,77,432.5
2325069032,4720,5,2,35,875.0
1223039235,2910,5,2,100,605.0
4139480350,5000,4,3,38,1688.0
3348401382,1690,3,1,58,318.0
164000267,1000,2,1,93,311.3
1099900030,2400,5,1,48,325.0
4139700260,3330,5,2,32,795.0
6071800310,2060,4,1,78,558.0
1321720140,3090,4,2,45,370.0
8078460320,2350,4,2,47,598.85
6388930570,2180,3,2,46,515.7
3709500060,1870,3,2,37,458.0
5469500640,3530,3,2,55,583.5
293910070,2460,4,2,37,653.75
3158500340,1650,3,2,29,299.0
2617300200,3480,5,1,64,532.0
521049200,3176,3,2,55,819.0
7779200105,2420,4,1,73,945.0
8651500710,2260,4,1,57,608.7
871000435,2380,4,1,91,812.0
217500140,3400,5,1,81,464.0
9290850810,3770,4,2,51,950.0
6844700510,2672,4,2,35,700.0
1232001040,1180,3,1,101,435.0
3751601171,1810,3,1,86,229.5
6117502220,2610,3,1,88,1575.0
4322300140,1450,3,1,77,265.0
1526059051,1600,2,1,90,995.0
3800000160,2650,3,1,65,590.0
1454600116,2490,4,2,61,740.0
4174600055,850,2,1,131,360.0
2594200566,1820,4,1,64,548.5
8825900465,1960,3,1,120,599.0
8562900310,2350,3,1,62,615.0
1446401555,1320,3,1,52,292.0
3528000140,3720,4,2,52,899.0
7625704500,2210,3,1,128,500.0
3575302397,1910,3,1,37,580.0
6190500340,2840,4,2,42,580.0
475000510,1320,3,1,120,594.0
7199340320,2440,3,1,59,500.0
3904940140,2420,4,1,52,550.0
2310030390,1180,3,1,47,275.0
2591800340,1820,3,2,57,390.0
3505100126,3760,3,2,130,1250.0
3361401977,1560,3,2,43,250.0
5422570260,1790,2,2,61,405.0
100600320,1430,3,1,72,213.95
8099200030,1390,3,1,77,232.0
7140600055,990,3,1,81,207.0
3422049276,1880,3,1,52,310.0
3157600240,2520,3,3,50,540.0
91000135,2060,4,1,120,750.0
423059369,2150,4,2,35,392.5
5152000030,2500,5,1,78,305.0
7732300390,2390,3,2,56,735.0
1954430390,2400,4,2,50,575.0
7891600260,660,2,1,125,175.0
2329800140,1580,4,2,56,291.0
8653900070,3250,4,2,46,791.5
7740500070,1880,3,1,89,475.0
3352401090,1190,2,1,89,238.95
2767704756,1280,3,2,40,470.0
7504400710,2380,4,1,62,420.0
7787100390,2040,3,2,44,440.0
4240400140,1440,4,1,111,656.0
7202270570,2120,3,2,39,559.95
3037200045,990,2,1,105,600.0
3750605247,1710,3,1,68,255.0
7972604425,1840,4,1,83,210.75
809002610,1150,4,1,131,485.0
4123840570,2250,3,2,45,390.0
1081200070,2460,3,1,70,405.0
9274204100,1540,4,1,135,462.5
1072010510,2210,4,1,62,435.0
7202330160,1440,3,2,37,440.0
8731990700,1790,3,1,62,299.95
9828200746,1120,2,2,70,440.0
9407100310,1260,3,1,65,312.62
6817800510,1180,3,1,59,372.5
7212680860,1730,3,2,46,297.262
3260000570,2250,4,1,77,735.0
1139000400,1550,3,2,118,430.0
8649401000,1070,2,1,45,241.0
6600400260,1460,3,1,71,201.0
1797500435,1060,2,1,130,570.0
2155000160,1840,4,1,73,538.0
9526600340,2440,3,2,29,729.0
2205500030,1700,4,1,85,331.5
2123049114,680,2,1,99,110.7
8078050140,1700,3,1,44,245.0
7617500075,2000,3,1,84,427.0
381000240,2340,4,1,87,650.5
7568700260,1120,2,1,101,335.9
1370803925,1510,2,1,101,535.0
1250200786,2120,5,1,134,360.0
7399300510,1500,3,1,72,294.9
5430300106,1030,2,1,112,460.0
2954400310,5440,4,2,50,1769.0
9209900335,1150,2,1,135,463.0
1920079062,2420,5,1,78,332.0
7227800055,1750,4,1,97,199.5
7227800055,1750,4,1,97,247.0
3296900160,2170,4,2,48,442.5
3421069053,2540,3,1,33,600.0
7202380340,1690,3,2,35,449.0
6716700240,1600,4,1,114,725.0
1431400070,1060,3,1,79,215.0
9554200200,1990,2,1,92,582.5
1310900140,2210,4,2,72,305.0
9454200030,3090,4,2,81,734.0
1402810140,1050,3,1,54,300.0
1823069155,2550,5,1,80,525.888
2530800070,2095,4,1,130,711.0
4024100496,1520,3,1,62,360.0
5252000200,2750,5,2,53,357.0
7331900270,1200,3,1,80,235.0
1574700140,1830,3,1,112,550.0
162500030,1160,3,1,83,324.0
3705900292,1750,3,1,51,420.0
2141500070,2400,4,2,37,450.0
8562750060,4140,5,2,36,825.0
7349620030,2115,4,2,42,272.0
2523039315,2580,3,1,50,481.0
2877101821,1220,3,1,113,500.0
1176000390,1630,2,1,100,448.0
8682262190,1350,2,1,36,480.0
7202350060,1690,3,2,36,475.0
3630060070,1700,2,2,35,472.5
2413300810,1890,4,1,61,291.0
6450304260,850,2,1,90,294.0
2025059204,2480,4,1,73,1013.05
7202290240,1690,3,2,38,442.5
1788700070,810,2,1,81,170.0
8085400055,3980,4,1,72,1582.5
5700002025,2580,3,2,115,665.0
853600310,6085,5,3,40,1610.0
5332200320,2140,2,1,110,675.0
2130701535,1360,2,1,83,279.9
510002010,1800,4,1,111,875.0
3630110510,1920,3,2,35,571.0
6300000400,860,3,1,113,320.0
1560920200,2340,3,1,54,525.0
1652500060,4040,8,1,78,1650.0
9368700270,1160,3,1,98,137.9
2223089053,1680,3,2,51,440.0
9828201920,1280,3,1,95,360.0
7334401040,1800,4,1,63,271.0
5152700060,4250,6,1,73,465.0
1460900030,2400,4,2,36,280.0
3626039250,940,2,1,98,283.0
7199360320,1110,3,1,60,411.5
8731901610,2420,3,1,73,282.0
6821102317,1850,3,2,35,535.0
3271300955,2020,4,2,97,554.729
3271300955,2020,4,2,97,868.0
2623089135,1830,3,1,49,427.0
2044500152,1920,4,1,86,455.0
1725059187,1280,2,1,87,595.0
6699930260,3130,4,2,36,400.0
3295610200,3920,4,2,43,770.0
1186000125,3100,4,2,121,742.5
6065300570,3220,4,1,67,1250.0
8039900400,1670,3,1,72,375.0
1925059200,2700,4,2,80,1557.6
5729000070,5461,4,1,76,545.0
98000960,4400,4,2,37,1050.0
1330300451,2190,3,1,83,1565.0
4312700340,1200,4,1,70,178.0
3797700030,1470,3,1,51,262.5
452001890,1650,3,1,140,730.0
2927600105,1840,5,1,92,395.0
3298300140,1210,3,1,81,355.0
